UPC,Name,Price
8908002671971,APETAMIN SYRUP,23.99
15228131115,APHOGEE BALANCING MOIST 16OZ #13111,9.49
15228131474,APHOGEE CURL TEXT TRTMENT 8OZ #13147,7.99
15228101002,APHOGEE DEEP MOISTSHAMPOO 16OZ #10100,8.99
15228133126,APHOGEE GLOSS POLISHER 6O,8.49
15228135113,APHOGEE KERATIN RECON 16OZ #13511,10.99
15228135373,APHOGEE OIL SHEEN 12OZ #13337,5.99
15228134000,APHOGEE PRO VITA LV-IN 8OZ #13400,6.29
15228134109,APHOGEE PROVITAMIN L-I COND 16OZ #13410,9.59
15228131061,APHOGEE TWO-STEP TREAT 16OZ #13106,26.99
15228131177,APHOGEE VITAMINS TABLET,13.99
74764304308,ARDEL LASHTITE DARK GLUE 0.75OZ,3.99
74764650566,ARDELL CLEAR ADHESIVE(STRIP) #240465,3.49
74764650597,ARDELL DARK ADHESIVE (INDIVID) #240468,3.49
73930656968,ARDELL DUO 2IN1 BRUSH-ON #WHITE/C,7.49
73930568964,ARDELL DUO BRUSH STRIP #DARK,5.99
73930568117,ARDELL DUO INDIVIDUAL #CLEAR,6.99
73930568971,ARDELL DUO INDIVIDUAL #DARK,6.49
73930675839,ARDELL DUO QUICK SET #WHITE/C,7.99
73930681106,ARDELL DUO STRIPLASH #DARK,6.99
73930680109,ARDELL DUO STRIPLASH #WHITE/CL,6.99
74764650504,ARDELL EYELASH KNOT-FREE #SHORT BK,3.49
74764650047,ARDELL EYELASHES #110,3.49
74764614100,ARDELL EYELASHES #114,2.99
74764680457,ARDELL LASH APPLICATOR,4.99
74764650603,ARDELL LASH REMOVER (INDIVID) #240469,3.49
75610422108,ARTRA COCOA BUTTER MOIST SOAP 3.6OZ #42210,3.29
75610419108,ARTRA DEEP CLEANSING OATMEAL 3.6OZ #41910,3.29
858380035446,AS I AM BORN CURLY COWASH 8OZ #03544,6.49
858380002158,AS I AM CLEANSING PUDDING 8OZ #00215,11.49
858380002141,AS I AM COCONUT COWASH 16OZ #00214,9.99
858380002028,AS I AM COCOSHEA SPRAY 4OZ #00202,16.49
858380002189,AS I AM COCOSHEA WHIP 8OZ #00218,15.49
858380002004,AS I AM CURL CLARITY SHMP 8OZ #00200,13.49
858380002066,AS I AM CURLING JELLY 8OZ #00206,14.99
858380002202,AS I AM DETANGLING COND 8OZ #00220,11.59
858380002097,AS I AM DOUBLEBUTTER CRM 8OZ #00209,16.99
858380002196,AS I AM HYDRATING LOTION 8 OZ #00219,11.49
858380002059,AS I AM HYDRATION ELATION 8OZ #00205,17.99
858380040099,AS I AM JAM BK CASTOR OIL WATER 16OZ #04009,7.79
858380040105,AS I AM JBCO LEAVE COND 8OZ #04010,10.29
858380040150,AS I AM JBCO MASQUE 8OZ #04015,13.29
858380040143,AS I AM JBCO SMOOTHE 16OZ #04014,11.29
858380002011,AS I AM LEAVE-IN COND 8OZ #00201,12.09
858380002035,AS I AM MOISTURE MILK 8OZ #00203,17.49
858380040129,AS I AM RES/REP JAM/BL CASTOR OIL COND 12OZ #04012,11.89
858380040112,AS I AM RES/REP JAM/BL CASTOR OIL SHAMPOO #04011,11.89
858380045124,AS I AM RICE WATER 16OZ #04512,9.79
858380002073,AS I AM TWIST DEFINE CRM 8OZ #00207,13.19
658509261028,ASHANTI WHITE SHEA BUTTER CREAMY 8OZ #26102,4.69
658509260182,ASHANTI YELLOW SHEA BUTTER CHUNKY 10OZ #26018,6.99
658509260045,ASHANTI YELLOW SHEA BUTTER CREAMY 8OZ #26004,5.99
858380040136,ASIAM JBCO COWASH 18OZ #04013,11.89
5011784003137,ASTRAL COCOA BUTTER MOIST 6.76OZ,8.99
34285638153,AUNT JACKIE TRANS FORM LEAVE IN COND 15OZ#63815,9.59
34285658151,AUNTIE JACKIE GRAPE/CURLING JELLY 15OZ#65815,10.79
636227013235,AURA 3D REAL MINK #RML001,6.99
636227013242,AURA 3D REAL MINK #RML002,6.99
636227013259,AURA 3D REAL MINK #RML003,6.99
636227013266,AURA 3D REAL MINK #RML004,6.99
636227013273,AURA 3D REAL MINK #RML005,6.99
636227013280,AURA 3D REAL MINK #RML006,6.99
636227013303,AURA 3D REAL MINK #RML007,6.99
636227013310,AURA 3D REAL MINK #RML008,6.99
636227013327,AURA 3D REAL MINK #RML009,6.99
636227013365,AURA 3D REAL MINK #RML010,6.99
636227013372,AURA 3D REAL MINK #RML011,6.99
636227013389,AURA 3D REAL MINK #RML012,6.99
381519004711,AUSSIE 3M MIRACLE MOIST DEEP COND 8OZ #00471,8.49
381519187018,AUSSIE CURLS FRIZZ TAMING CREAM 6.8OZ #18701,7.69
381519186691,AUSSIE M.C DEEP CONDITIONER 16OZ #18669,7.99
381519186707,AUSSIE M.C LEAVE IN DETANGLING MILK 6.7OZ #18670,8.19
381519183386,AUSSIE MIRACLE COND 12OZ #18338,7.09
381519186738,AUSSIE MIRACLE CURLS CO WASH 16.9OZ #18673,8.29
381519186646,AUSSIE MIRACLE CURLS CONDITIONER12.1OZ #18664,7.09
381519186899,AUSSIE MIRACLE CURLS MOUSSE 6OZ #18689,7.79
381519186882,AUSSIE MIRACLE CURLS REERESHER 5.7OZ #18688,8.19
381519186639,AUSSIE MIRACLE CURLS SHAMPOO 12.1OZ #18663,7.09
381519186967,AUSSIE MIRACLE DETANGLING SPRAY 8OZ.#18696,7.69
381519186769,AUSSIE MIRACLE MOIST CONDITIONER 12.1OZ #18676,7.09
381519186752,AUSSIE MIRACLE MOIST SHAMPOO 12.1OZ #18675,7.09
381519183362,AUSSIE MIRACLE SHAM 12OZ #18336,7.09
705372074115,AVATAR 411 HAIR COLOR(4.2OZ),4.99
705372074122,AVATAR 412 HAIR COLOR(4.2OZ),4.99
705372074139,AVATAR 413 HAIR COLOR(4.2OZ),4.99
705372074146,AVATAR 414 HAIR COLOR(4.2OZ),4.99
705372074153,AVATAR 415 HAIR COLOR(4.2OZ),4.99
705372074160,AVATAR 416 HAIR COLOR(4.2OZ),4.99
705372074177,AVATAR 417 HAIR COLOR(4.2OZ),4.99
705372074184,AVATAR 418 HAIR COLOR(4.2OZ),4.99
705372074191,AVATAR 419 HAIR COLOR(4.2OZ),4.99
705372074207,AVATAR 420 HAIR COLOR(4.2OZ),4.99
705372074214,AVATAR 421 HAIR COLOR(4.2OZ),4.99
705372074221,AVATAR 422 HAIR COLOR(4.2OZ),4.99
705372074245,AVATAR 424 HAIR COLOR(4.2OZ),4.99
705372074252,AVATAR 425 HAIR COLOR(4.2OZ),4.99
705372074269,AVATAR 426 HAIR COLOR(4.2OZ),4.99
705372074276,AVATAR 427 HAIR COLOR(4.2OZ),4.99
705372074283,AVATAR 428 HAIR COLOR(4.2OZ),4.99
705372074238,AVATAR 432 HAIR COLOR(4.2OZ),4.99
796708120019,AVLON LAMINATE SPRAY 4OZ,29.99
727616171169,AZTEC SECRET INDIAN HEALING CLAY 1LBS #17116,8.49
6904477800368,"B&B BOHEMIAN BOX BRAID 32"" 1",199.99
6904477800375,"B&B BOHEMIAN BOX BRAID 32"" 1B",199.99
6904477800382,"B&B BOHEMIAN BOX BRAID 32"" 2",199.99
6904477800450,"B&B BOHEMIAN BOX BRAID 32"" 613",199.99
6904477800429,"B&B BOHEMIAN BOX BRAID 32"" T1B/118",199.99
6904477800405,"B&B BOHEMIAN BOX BRAID 32"" T1B/27",199.99
6904477800412,"B&B BOHEMIAN BOX BRAID 32"" T1B/30",199.99
6904477384134,B&B EXPREES 4X4 BODY10-14,69.99
6904477384141,B&B EXPRESS 4X4 BODY12-16,89.99
6904477384158,B&B EXPRESS 4X4 BODY14-16,99.99
6904477384165,B&B EXPRESS 4X4 BODY16-20,119.99
6904477384172,B&B EXPRESS 4X4 BODY18-22,139.99
6904477384189,B&B EXPRESS 4X4 BODY20-24,169.99
6904477384202,B&B EXPRESS 4X4 ST10-14,69.99
6904477384219,B&B EXPRESS 4X4 ST12-16,89.99
6904477384226,B&B EXPRESS 4X4 ST14-16,99.99
6904477384233,B&B EXPRESS 4X4 ST16-20,119.99
6904477384240,B&B EXPRESS 4X4 ST18-22,139.99
32023003409,B&B FIRM HOLO CURING GEL 6OZ #00340,7.99
6904477603914,B&B GOLD 13*4 WIG BOB #N,159.99
6904477603907,B&B GOLD 13X4 BOB #OM HONEY BLONDE,179.99
6904477608346,B&B GOLD 13X4 BODY #OM HONEY BLONDE,329.99
6904477605987,"B&B GOLD 13X4 BODY 24"" #118",329.99
6904477606342,"B&B GOLD 13X4 BODY 24"" #T42730",329.99
32023002419,B&B HYDRATING GROWTH OIL 6OZ #00241,9.99
32023002112,B&B J/BLACK CASTOR OIL SPRAY 5OZ #00211,7.29
32023002426,B&B MANGO BUTTER CURL ENHANCER 6OZ #00242,7.99
32023003171,B&B SHEA CASTOR STRENGTHENER 6OZ #00317,7.99
32023002471,B&B STRETCH MY CURLS 6OZ #00247,7.99
6904477801365,"B&B TRIANGLE BOHEMIAN BRAID 32"" #1",199.99
6904477801372,"B&B TRIANGLE BOHEMIAN BRAID 32"" #1B",199.99
6904477801389,"B&B TRIANGLE BOHEMIAN BRAID 32"" #2",199.99
6904477801426,"B&B TRIANGLE BOHEMIAN BRAID 32"" #T1B/118",199.99
6904477801402,"B&B TRIANGLE BOHEMIAN BRAID 32"" #T1B/27",199.99
6904477801419,"B&B TRIANGLE BOHEMIAN BRAID 32"" #T1B/30",199.99
75610960105,B&W SKIN TONE CREAM 3/4OZ #96010,6.29
768538405062,"B/B 2X NU LOCS 18"" #1",7.99
768538405079,"B/B 2X NU LOCS 18"" #1B",7.99
768538405086,"B/B 2X NU LOCS 18"" #2",7.99
768538405093,"B/B 2X NU LOCS 18"" #27",7.99
768538405109,"B/B 2X NU LOCS 18"" #4",7.99
768538695906,"B/B 2X NU LOCS 18"" #613",7.99
768538405130,"B/B 2X NU LOCS 18"" #M1B/27",7.99
768538406014,"B/B 2X NU LOCS 18"" #NAVY BLUE",7.99
768538680803,"B/B 2X NU LOCS 18"" #T1B/130",7.99
768538895870,"B/B 2X NU LOCS 18"" #T1B/27",7.99
768538654040,"B/B 2X NU LOCS 24"" #1",10.99
768538654057,"B/B 2X NU LOCS 24"" #1B",10.99
768538654064,"B/B 2X NU LOCS 24"" #2",10.99
768538654071,"B/B 2X NU LOCS 24"" #27",10.99
768538754047,"B/B 2X NU LOCS 24"" #30",10.99
768538654095,"B/B 2X NU LOCS 24"" #4",10.99
768538687628,"B/B 2X NU LOCS 24"" #T4/3027",10.99
768538824986,"B/B 2X NU LOCS 34"" #1",19.99
768538824993,"B/B 2X NU LOCS 34"" #1B",19.99
768538825006,"B/B 2X NU LOCS 34"" #2",19.99
768538825068,"B/B 2X NU LOCS 34"" #4",19.99
768538681497,"B/B 2X NU LOCS 36"" #1",17.99
768538681503,"B/B 2X NU LOCS 36"" #1B",17.99
768538681510,"B/B 2X NU LOCS 36"" #2",17.99
768538681527,"B/B 2X NU LOCS 36"" #4",17.99
768538678909,B/B 2X NU LOCS 8 #1,4.99
768538678916,B/B 2X NU LOCS 8 #1B,4.99
768538678923,B/B 2X NU LOCS 8 #2,4.99
768538678947,B/B 2X NU LOCS 8 #4,4.99
768538655665,"B/B 2X WATER CURL BOHO STYLE 18"" #1",10.99
768538655672,"B/B 2X WATER CURL BOHO STYLE 18"" #1B",10.99
768538655689,"B/B 2X WATER CURL BOHO STYLE 18"" #2",10.99
768538655733,"B/B 2X WATER CURL BOHO STYLE 18"" #T1B/27",10.99
768538697214,"B/B 3X PASSION TWIST BOHO 10"" #1",11.99
768538697221,"B/B 3X PASSION TWIST BOHO 10"" #1B",11.99
768538697238,"B/B 3X PASSION TWIST BOHO 10"" #2",11.99
768538697245,"B/B 3X PASSION TWIST BOHO 10"" #4",11.99
768538697252,"B/B 3X PASSION TWIST BOHO 10"" #T1B/27",11.99
768538697269,"B/B 3X PASSION TWIST BOHO 10"" #T1B/30",11.99
768538697276,"B/B 3X PASSION TWIST BOHO 10"" #T1B/350",11.99
768538904435,"B/B 3X PASSION TWIST BOHO 10"" #T1B/51",11.99
768538697290,"B/B 3X PASSION TWIST BOHO 10"" #T1B/BG",11.99
768538697306,"B/B 3X PASSION TWIST BOHO 10"" #T4/27/613",11.99
768538739877,B/B BNLFLD28 LOOSE DEEP 28,399.99
768538740095,B/B BNLFWW28 WW 28IN,399.99
768538740156,B/B BNLFWW32 32IN,529.99
32023015044,B/B CASTOR OIL WITH ALOE 6OZ #01504,3.99
768538668962,B/B EDITH #N,109.99
768538668979,B/B EDITH #N/BK,109.99
768538648957,B/B ELSIE #N,94.99
768538648964,B/B ELSIE #N/BK,94.99
768538648988,B/B EVIE #N/BK,94.99
768538911167,"B/B FRENCH DEEP BOHO 24"" 2X #1",11.99
768538911174,"B/B FRENCH DEEP BOHO 24"" 2X #1B",11.99
768538911181,"B/B FRENCH DEEP BOHO 24"" 2X #2",11.99
768538707852,"B/B FRENCH WAVE 24"" #1B",51.99
768538707876,"B/B FRENCH WAVE 24"" #4",51.99
768538707906,"B/B FRENCH WAVE 24"" #THL1B/RBUG",51.99
768538778968,B/B FULL BINTA #1B,29.99
768538378755,B/B FULL SOUL LOCS #1,31.99
768538378762,B/B FULL SOUL LOCS #1B,31.99
768538378779,B/B FULL SOUL LOCS #2,31.99
768538378793,B/B FULL SOUL LOCS #T1B/27,31.99
768538378809,B/B FULL SOUL LOCS #T1B/51,31.99
768538381816,B/B FULL SOUL LOCS #T1B/DGRN,31.99
768538378823,B/B FULL SOUL LOCS #T1B/RPLUM,31.99
768538378830,B/B FULL SOUL LOCS #T4/130J,31.99
768538378847,B/B FULL SOUL LOCS #T4/613,31.99
768538748176,B/B HD 13X5 D/LACE MLF672 LUNA #TT1B/BBPINK,61.99
768538748206,B/B HD 13X5 D/LACE MLF672 LUNA #TT1B/RDBG,61.99
768538765272,B/B HEADBAND IMOGEN #1,29.99
768538765289,B/B HEADBAND IMOGEN #1B,29.99
768538765333,B/B HEADBAND IMOGEN #T1B/BG,29.99
768538724699,B/B HEADBAND M1006 YASMINE #1,31.99
768538724705,B/B HEADBAND M1006 YASMINE #1B,31.99
768538724712,B/B HEADBAND M1006 YASMINE #2,31.99
768538724736,B/B HEADBAND M1006 YASMINE #T1B/27,31.99
768538724743,B/B HEADBAND M1006 YASMINE #T1B/30,31.99
768538724750,B/B HEADBAND M1006 YASMINE #T1B/BUG,31.99
768538727768,B/B HEADBAND M1006 YASMINE #T4/3027,31.99
768538753880,B/B HEADBAND M1012 ELISHA #1,29.99
768538753927,B/B HEADBAND M1012 ELISHA #T1B/30,29.99
768538753934,B/B HEADBAND M1012 ELISHA #T1B/BUG,29.99
768538753941,B/B HEADBAND M1012 ELISHA #T4/3027,29.99
768538724767,B/B HEADBAND WESLEY #1,39.99
768538724781,B/B HEADBAND WESLEY #2,39.99
768538763698,B/B HEADBAND WESLEY #280A,39.99
768538763704,B/B HEADBAND WESLEY #44,39.99
768538724804,B/B HEADBAND WESLEY #T1B/27,39.99
768538724811,B/B HEADBAND WESLEY #T1B/30,39.99
768538724828,B/B HEADBAND WESLEY #T1B/BG,39.99
768538727799,B/B HEADBAND WESLEY #T4/3027,39.99
768538763711,B/B HEADBAND WESLEY #TT1B/56,39.99
768538634974,B/B HH FULL RYAN #NAT/BK,54.99
768538634981,B/B HH FULL RYAN #NATURAL,54.99
768538734971,B/B HH H/BAND WILONA #NAT,79.99
768538734988,B/B HH H/BAND WILONA #NAT/BK,79.99
768538584507,"B/B JUST BRAID PRE FEA 54"" 3X #1",5.99
768538584514,"B/B JUST BRAID PRE FEA 54"" 3X #1B",5.99
768538584521,"B/B JUST BRAID PRE FEA 54"" 3X #2",5.99
768538619285,"B/B JUST BRAID PRE FEA 54"" 3X #3T1B/PKLVD",9.99
768538619292,"B/B JUST BRAID PRE FEA 54"" 3X #3TGR/L.GR",9.99
768538584538,"B/B JUST BRAID PRE FEA 54"" 3X #4",5.99
768538619308,"B/B JUST BRAID PRE FEA 54"" 3X #4T/PRSM",9.99
768538668917,B/B KENDAL #N/BK,109.99
768538863619,"B/B KING TIPS BRAID 3X OCEAN WAVE 28"" #1",5.99
768538863626,"B/B KING TIPS BRAID 3X OCEAN WAVE 28"" #1B",5.99
768538863633,"B/B KING TIPS BRAID 3X OCEAN WAVE 28"" #2",5.99
768538863640,"B/B KING TIPS BRAID 3X OCEAN WAVE 28"" #27",5.99
768538863657,"B/B KING TIPS BRAID 3X OCEAN WAVE 28"" #30",5.99
768538863664,"B/B KING TIPS BRAID 3X OCEAN WAVE 28"" #4",5.99
768538863701,"B/B KING TIPS BRAID 3X OCEAN WAVE 28"" #T4/30",5.99
768538724484,B/B M1005 MAVIS #1,31.99
768538724491,B/B M1005 MAVIS #1B,31.99
768538724507,B/B M1005 MAVIS #2,31.99
768538763667,B/B M1005 MAVIS #280A,31.99
768538763674,B/B M1005 MAVIS #44,31.99
768538724538,B/B M1005 MAVIS #T1B/30,31.99
768538763681,B/B M1005 MAVIS #T1B/56,31.99
768538724545,B/B M1005 MAVIS #T1B/BG,31.99
768538727751,B/B M1005 MAVIS #T4/3027,31.99
768538735695,B/B M1008 HADDIE #1,31.99
768538735701,B/B M1008 HADDIE #1B,31.99
768538763780,B/B M1008 HADDIE #280A,31.99
768538763797,B/B M1008 HADDIE #44,31.99
768538735725,B/B M1008 HADDIE #T1B/27,31.99
768538735732,B/B M1008 HADDIE #T1B/30,31.99
768538735749,B/B M1008 HADDIE #T1B/BG,31.99
768538735756,B/B M1008 HADDIE #T4/3027,31.99
768538763803,B/B M1008 HADDIE #TT1B/56,31.99
768538731536,B/B M1009 SERENA #1,31.99
768538731543,B/B M1009 SERENA #1B,31.99
768538731550,B/B M1009 SERENA #2,31.99
768538731567,B/B M1009 SERENA #T1B/27,31.99
768538731598,B/B M1009 SERENA #T4/3027,31.99
768538746660,B/B M1010 ALISSON #1,31.99
768538746677,B/B M1010 ALISSON #1B,31.99
768538746691,B/B M1010 ALISSON #T1B/27,31.99
768538746707,B/B M1010 ALISSON #T1B/30,31.99
768538746721,B/B M1010 ALISSON #T4/3027,31.99
768538156520,B/B M159 BLU #1,33.99
768538156544,B/B M159 BLU #2,33.99
768538171202,B/B M159 BLU #613,33.99
768538171219,B/B M159 BLU #99J,33.99
768538171226,B/B M159 BLU #FS1B/30,33.99
768538171240,B/B M159 BLU #FS4/27,33.99
768538156575,B/B M159 BLU #FS4/2730,33.99
768538171257,B/B M159 BLU #FS4/30,33.99
768538659892,B/B M482 ALEXA #613,21.99
768538545447,B/B M693 SHAWNNA #4,25.99
768538545454,B/B M693 SHAWNNA #99J,25.99
768538541777,B/B M745 JUSTINE #99J,27.99
768538211496,B/B M781 DAHLIA #1,35.99
768538211502,B/B M781 DAHLIA #1B,35.99
768538211519,B/B M781 DAHLIA #2,35.99
768538211526,B/B M781 DAHLIA #4,35.99
768538211540,B/B M781 DAHLIA #FS1B/30,35.99
768538211557,B/B M781 DAHLIA #FS4/27,35.99
768538211564,B/B M781 DAHLIA #FS4/30,35.99
768538211571,B/B M781 DAHLIA #FW6/26,35.99
768538362501,B/B M781 DAHLIA #TT2/TUQ,35.99
768538212110,B/B M781 DAHLIA #TT4/3427,35.99
768538212059,B/B M781 DAHLIA #TT6/613,35.99
768538391839,B/B M797 JACKLYN #4,27.99
768538151372,B/B M905S BADU SHORT #1B,27.99
768538882467,B/B MBLF006 NYLAH #1,69.99
768538882474,B/B MBLF006 NYLAH #1B,69.99
768538882481,B/B MBLF006 NYLAH #2,69.99
768538882504,B/B MBLF006 NYLAH #HONEY.BLND,69.99
768538882511,B/B MBLF006 NYLAH #TD30/SU.YL,69.99
768538882528,B/B MBLF006 NYLAH #TFS1B/4302,69.99
768538882535,B/B MBLF006 NYLAH #TFSNSETORG,69.99
768538882542,B/B MBLF006 NYLAH #TT1B/LTHNY,69.99
768538882559,B/B MBLF006 NYLAH #TTL1B/RDBG,69.99
768538882672,B/B MBLF007 MABLE #1,69.99
768538882689,B/B MBLF007 MABLE #1B,69.99
768538882696,B/B MBLF007 MABLE #2,69.99
768538882719,B/B MBLF007 MABLE #FLRED/99J,69.99
768538882726,B/B MBLF007 MABLE #HONEY.BLND,69.99
768538882733,B/B MBLF007 MABLE #TD30/SU/YL,69.99
768538882740,B/B MBLF007 MABLE #TFS1B/4302,69.99
768538882757,B/B MBLF007 MABLE #TFSNSETORG,69.99
768538882764,B/B MBLF007 MABLE #TT1B/LTHNY,69.99
768538882771,B/B MBLF007 MABLE #TTL1B/RDBG,69.99
768538584873,B/B MBLF190 CARMELA #TT1B/BG,69.99
768538676905,B/B MEDIFRESH LACE FAITH #1,45.99
768538676912,B/B MEDIFRESH LACE FAITH #1B,45.99
768538676950,B/B MEDIFRESH LACE FAITH #BTHL626613,49.99
768538676981,B/B MEDIFRESH LACE FAITH #TT4/27613,49.99
768538677025,B/B MEDIFRESH LACE FELICITY #1,45.99
768538677032,B/B MEDIFRESH LACE FELICITY #1B,45.99
768538677056,B/B MEDIFRESH LACE FELICITY #4,45.99
768538766576,B/B MH1407 W&W SALLI #N,79.99
768538766583,B/B MH1407 W&W SALLI #N/BLACK,79.99
768538595817,B/B MHLF410 EMORY,219.99
768538634882,B/B MHLF421 WATER CURL 10 #NAT,79.99
768538634875,B/B MHLF421 WATER CURL 10 #NAT/BK,79.99
768538906903,B/B MHLF445 KOSTA #CANDYRED,79.99
768538906910,B/B MHLF445 KOSTA #DORANGE,79.99
768538906927,B/B MHLF445 KOSTA #FHL27/30,79.99
768538906934,B/B MHLF445 KOSTA #FHL613/27,79.99
768538906958,B/B MHLF445 KOSTA #N/BLACK,75.99
768538906941,B/B MHLF445 KOSTA #NAT,75.99
768538742419,B/B MHLF497 NATURAL STRAIGHT 24,269.99
768538790441,B/B MHLF518L CASSIDY 24 #N/BLACK,299.99
768538790434,B/B MHLF518L CASSIDY 24 #NT,299.99
768538759295,B/B MHLF519 WW BRAELYNN,399.99
768538759363,B/B MHLF537 HAYDEN,299.99
768538759455,B/B MHLF539 WW LENA,329.99
768538675939,B/B MHLF550 FREDA #N/BLACK,259.99
768538669099,B/B MHLF612 ELAINE,279.99
768538748497,B/B MHLF651 GABRIELLE #N/BLACK,1.99
768538545805,B/B MHRLF001 NATURAL WAVE 20' P4/30,329.99
768538589274,B/B MHRLF002 NATURAL WAVE 22 P613/27,349.99
768538589267,B/B MHRLF002 NATURAL WAVE 22' P4/30,349.99
768538590768,B/B MHRLF012 NATRUAL BEACH WAVE 20' P27/30,329.99
768538590799,B/B MHRLF012 NATURAL BEACH WAVE 20' P4/30,329.99
768538657683,B/B MHRLF013 NATURAL WAVE 18' 1B,299.99
768538657805,B/B MHRLF013 NATURAL WAVE 18' P4/30,299.99
768538377185,B/B MLF113 SHANNON #1,52.99
768538377192,B/B MLF113 SHANNON #1B,52.99
768538377208,B/B MLF113 SHANNON #2,52.99
768538377215,B/B MLF113 SHANNON #4,52.99
768538495575,B/B MLF113 SHANNON #613,52.99
768538377246,B/B MLF113 SHANNON #FF4064,52.99
768538377284,B/B MLF113 SHANNON #FS1B/30,52.99
768538367032,B/B MLF130 MARS #4,61.99
768538397138,B/B MLF130 MARS #99J,61.99
768538367056,B/B MLF130 MARS #F4/27,61.99
768538367063,B/B MLF130 MARS #F4/2730,61.99
768538367070,B/B MLF130 MARS #F4/30,61.99
768538410615,B/B MLF136 YARA #TT1B/TQ.BL,57.99
768538410622,B/B MLF136 YARA #TT4/3427,57.99
768538410530,B/B MLF136 YARA #1,53.99
768538410561,B/B MLF136 YARA #1,53.99
768538410547,B/B MLF136 YARA #1B,53.99
768538410578,B/B MLF136 YARA #1FN6/2724,57.99
768538410592,B/B MLF136 YARA #1TT1B/GREEN,57.99
768538410554,B/B MLF136 YARA #2,53.99
768538410585,B/B MLF136 YARA #TT1B/DTEAL,57.99
768538410608,B/B MLF136 YARA TT1B/INDBL,57.99
768538410639,B/B MLF136 YARA TT4/8613,57.99
768538410646,B/B MLF136 YARA TT99J/PUR,57.99
768538367124,B/B MLF140 NEPTUNE #F1B/30,63.99
768538367087,B/B MLF140 NEPTUNE #1,63.99
768538367094,B/B MLF140 NEPTUNE #1B,63.99
768538367100,B/B MLF140 NEPTUNE #2,63.99
768538367117,B/B MLF140 NEPTUNE #4,63.99
768538396445,B/B MLF140 NEPTUNE #99J,63.99
768538367131,B/B MLF140 NEPTUNE #F4/27,53.99
768538367148,B/B MLF140 NEPTUNE #F4/2730,63.99
768538367155,B/B MLF140 NEPTUNE #F4/30,63.99
768538391921,B/B MLF170 SATURN #1,64.99
768538391945,B/B MLF170 SATURN #2,64.99
768538391952,B/B MLF170 SATURN #4,64.99
768538391976,B/B MLF170 SATURN #F1B/30,64.99
768538492536,B/B MLF179 XENON #1,47.99
768538492543,B/B MLF179 XENON #1B,47.99
768538492550,B/B MLF179 XENON #2,47.99
768538492567,B/B MLF179 XENON #3T1B/GWHT,51.99
768538492574,B/B MLF179 XENON #4,47.99
768538492581,B/B MLF179 XENON #TT1B/DTEAL,51.99
768538492598,B/B MLF179 XENON #TT1B/GREEN,51.99
768538492604,B/B MLF179 XENON #TT1B/INDBL,51.99
768538492611,B/B MLF179 XENON #TT1B/TQ.BL,51.99
768538492628,B/B MLF179 XENON #TT4/8613,51.99
768538492635,B/B MLF179 XENON #TT6/23,51.99
768538492642,B/B MLF179 XENON #TT99J/PUR,51.99
768538537008,B/B MLF184 YARA BANG #2,47.99
768538537015,B/B MLF184 YARA BANG #4,47.99
768538537022,B/B MLF184 YARA BANG #613,47.99
768538537039,B/B MLF184 YARA BANG #99J,47.99
768538537046,B/B MLF184 YARA BANG #TT1B/56,51.99
768538537053,B/B MLF184 YARA BANG #TT1B/BUG,51.99
768538537084,B/B MLF184 YARA BANG #TT4/8613,51.99
768538549360,B/B MLF208 LINA #1,47.99
768538549377,B/B MLF208 LINA #1B,47.99
768538549384,B/B MLF208 LINA #2,47.99
768538549391,B/B MLF208 LINA #4,47.99
768538549407,B/B MLF208 LINA #DX2216,51.99
768538549414,B/B MLF208 LINA #FS1B/30,47.99
768538549421,B/B MLF208 LINA #FS4/30,47.99
768538549445,B/B MLF208 LINA #TT1B/3033,51.99
768538549452,B/B MLF208 LINA #TT1B/BUG,51.99
768538549469,B/B MLF208 LINA #TT2/BLOMDE,51.99
768538509906,B/B MLF223 JALANDA #1B,59.99
768538776278,B/B MLF254 JAEL #1,65.99
768538776285,B/B MLF254 JAEL #1B,65.99
768538776292,B/B MLF254 JAEL #2,65.99
768538776308,B/B MLF254 JAEL #F4/2730,65.99
768538776315,B/B MLF254 JAEL #HL22/1222,65.99
768538776322,B/B MLF254 JAEL #HL27S/6613,65.99
768538776339,B/B MLF254 JAEL #HL613/27,65.99
768538776346,B/B MLF254 JAEL #OL1B/30,65.99
768538776353,B/B MLF254 JAEL #OL1B/BUG,65.99
768538776360,B/B MLF254 JAEL #TT4/BLONDE,65.99
768538776377,B/B MLF254 JAEL #TT4/FSTHNY,65.99
768538776384,B/B MLF254 JAEL #TTROSEMARY,65.99
768538880142,B/B MLF261 CAMILA #1,57.99
768538880159,B/B MLF261 CAMILA #1B,57.99
768538880166,B/B MLF261 CAMILA #2,57.99
768538880173,B/B MLF261 CAMILA #DFL1B/GRN,57.99
768538880197,B/B MLF261 CAMILA #DFL613/BLB,57.99
768538880180,B/B MLF261 CAMILA #DFS4/30,57.99
768538880210,B/B MLF261 CAMILA #HL22/1222,57.99
768538880227,B/B MLF261 CAMILA #HL27S/6613,57.99
768538880234,B/B MLF261 CAMILA #HL613/627,57.99
768538880203,B/B MLF261 CAMILA #HL613/RED,57.99
768538880241,B/B MLF261 CAMILA #TTF/FSTHNY,57.99
768538880258,B/B MLF261 CAMILA #TTROSEMARY,57.99
768538880593,B/B MLF264 PAISLEY #1,63.99
